Bands of the 90s,,,,
,,,,
,,,,
Ash,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1996],,,,
"7-4-1996 / Kristiansand, Norway / Quartfestivalen - NRK P3",FM,FLAC,,
,,,,
[1997],,,,
"2-7-1997 / Malmo, Sweden / KB",FM,FLAC,,
,,,,
[1998],,,,
"8-14-1998 / Stockholm, Sweden / Riddarholmen - ANA(M) (unk) (qew transfer) ",AUD,FLAC 24,,
"9-13-1998 / Cardiff, Wales / Cooper's Field - Radio One (drumsboy transfer)",FM,FLAC,,
,,,,
[2001],,,,
"6-1-2001 / Galway, Ireland / Castlegar Sports Grounds",FM,FLAC,,
,,,,
[2002],,,,
"8-26-2002 / London, England / The Astoria Theatre - DAT(M) (Marantz EM8) (gary watson) ",AUD,FLAC,,
,,,,
[2004],,,,
"7-11-2004 / County Kildare, Ireland / Oxygen Festival",FM,FLAC,,
"8-7-2004 / Zambujeira do Mar, Portugal / Sudoeste Festival - Herdade da Casa Branca (kreative)",SBD,FLAC,,
,,,,
[2007],,,,
"5-2-2007 / Stuttgart, Germany / Die Roehre (MBHO MBP 603A) (unk)",AUD,FLAC,,
,,,,
[2013],,,,
"7-20-2013 / Meco, Sesimbra Portugal / SuperBock SuperRock Festival ",FM,FLAC,,
,,,,
[2014],,,,
"1-31-2014 / Los Angeles, CA / The Echo (Nakamichi CM100) (markp)",AUD,FLAC,,
,,,,
[2015],,,,
"6-12-2015 / Manchester, England /Sound Control (Sony ECM-125) (unk)",AUD,FLAC,,
,,,,
,,,,
,,,,
Athenaeum,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1999],,,,
"4-10-1999 / Wingate, NC / Wingate College (unk)",AUD,FLAC,,
,,,,
,,,,
,,,,
Band of Susans,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1988],,,,
"9-25-1988 / Montreal, QUE / Club Soda - AUD(M)",AUD,FLAC,,
,,,,
[1989],,,,
"6-30-1989 / Roskilde, Denmark - Darupvej",FM,FLAC,,
"9-25-1989 / Minneapolis, MN / First Avenue - ANA(M)",AUD,FLAC,,
,,,,
[1991],,,,
"5-30-1991 / Lund, Sweden / Swedish National Radio (loughney transfer) ",FM,FLAC,,
"6-2-1991 / Copenhagen, Denmark / Loppen - DAT(M) (Sony ECM 155s) (mailman)",AUD,FLAC,,
"6-19-1991 / Gent, Belgium / Democrazy - ANA(2) (loughney transfer)",SBD,FLAC,,
,,,,
[1992],,,,
"4-7-1992 / Denver, CO / Seven South - ANA(M) (loughney transfer)",AUD,FLAC,,
"5-22-1992 / Hoboken, NJ / Maxwell's - ANA(M)-ANA(1) (loughney transfer)",AUD,FLAC,,
,,,,
[1993],,,,
"6-8-1993 / Gothenburg, Sweden / Magasinet (Sony WM-D6) (loughney transfer)",AUD,FLAC,,
"10-1-1993 / Bissegem, BE / De Kreun (Sony WM-D3) (loughey transfer)",AUD,FLAC,,
"10-7-1993 / Copenhagen, Denmark / Loppen - DAT(M) (Sony ECM 155s) (mailman)",AUD,FLAC,,
"10-8-1993 / Gothenberg, SWE / Magasinet (Sony WM-D6) - AUD(M)-ANA(2) (loughney transfer)",AUD,FLAC,,
,,,,
,,,,
,,,,
Belly,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1993],,,,
"1-XX-1993 / Chicago, IL / Chicago Music Complex (JBTV)",PRO,DVD,,
"2-21-1993 / Milton Keynes, UK / Woughton Centre",AUD,FLAC,,
"2-24-1993 / Cambridge, England / The Junction (unk)",AUD,FLAC,,
"3-2-1993 / Koln, Germany / Luxor - AUD(M) (buenaventura)",AUD,FLAC,,
"4-15-1993 / Santa Monica, CA / KCRW Morning Becomes Eclectic ",FM,FLAC,,
"4-16-1993 / Santa Monica, CA / Santa Monica Pier - KROQ Free Concert (Sony TCM-37V) (van) ",AUD,FLAC,,
"4-16-1993 / Santa Monica, CA / Santa Monica Pier (2-cam) (chrisedge)",AUD,DVD,,
"7-4-1993 / Chicago, IL / Grant Park (WXRT-FM) - DAT(M) (nt)",FM,FLAC,,
"9-23-1993 / Miami, FL / Cameo Theatre (SS-DSM-6) (datfly)",AUD,FLAC,,
"12-12-1993 / Universal City, CA / Universal Amphitheatre",FM,FLAC,,
,,,,
[1995],,,,
"2-13-1995 / Hollywood, CA / Virgin Megastore (ECM737) (unk) ",AUD,FLAC,,
"3-18-1995 / London, UK / Shepherds Bush Empire",FM,FLAC,,
"4-19-1995 / Denver, CO / Ogden Theatre (MarcR binaurals) (marcr)",AUD,FLAC 24,,
"5-13-1995 / Philadelphia, PA / TLA - ANA(x)",AUD,FLAC,,
"6-15-1995 / Cambridge, MA / Fort Apache Studio",FM,FLAC,,
"6-29-1995 / Roskilde, Denmark / Roskilde Festival (pherron)",FM,FLAC,,
"7-24-1995 / Manchester, UK (unk) (ijwthstd)",FM,FLAC,,
"10-30-1995 / Portland, OR / La Luna Club (Sony DSM6)",AUD,FLAC,,
"11-6-1995 / San Francisco, CA / The Fillmore (unk) (neekrive) ",AUD,FLAC,,
,,,,
[2016],,,,
"8-24-2016 / Los Angeles, CA / Teragram (AT831)",AUD,FLAC,,
"8-26-2016 / San Francisco, CA / Great American Music Hall (MK4) (daspyknows)",AUD,FLAC,,
,,,,
[2017],,,,
"5-5-2017 / New York, NY / Wesley Stace's Cabinet of Wonders Winery (CA-14s) (neil d)",AUD,FLAC,,
,,,,
[2018],,,,
"5-3-2018 / Philadelphia, PA / World Cafe - WXPN Studio",FM,FLAC,,
,,,,
[2023],,,,
"10-8-2023 / New York, NY / Gramercy Theatre (Nokia Lumia Icon) (viper)",AUD,FLAC,,
,,,,
[2025],,,,
"10-24-2025 / New York, NY / Sony Hall (AT-853) (neil d)",AUD,FLAC,,
"11-7-2025 / Los Angeles, CA / Teragram Ballroom (SP-CMC-4U) (ijwthstd)",AUD,FLAC,,
,,,,
[MISC],,,,
Belly - Chicago 1995 & Annapolis 1996 - CASS(M) (stevemtl transfer) ,FM,FLAC,,
,,,,
,,,,
,,,,
,,,,
Blake Babies,Versions,File Type,,
Drive - F,,,,
,,,,
,,,,
[1991],,,,
"2-11-1991 / San Francisco, CA / Slim's - ANA(M) (ECM-909) (tjcruz) ",AUD,FLAC,,
,,,,
,,,,
,,,,
,,,,
Body Count,Versions,File Type,,
Drive - A,,,,
,,,,
,,,,
[1991],,,,
"4-4-1991 / Canoga Park, CA / Club M - ANA(M) (krw_co) ",SBD,FLAC 24,,
,,,,
,,,,
,,,,
,,,,
Buffalo Tom,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1990],,,,
"6-29-1990 / Enger, West Germany / Forum (Sony WM-D3) (bobfather) (2022 transfer)",AUD,FLAC,,
"11-26-1990 / Bochum, Germany / Logo (Aiwa CM-30) (bobfather) ",AUD,FLAC,,
,,,,
[1991],,,,
"3-10-1991 / Cambridge, MA / T.T. The Bear's Place (unk)",AUD,FLAC 24,,
"4-9-1991 / Genoa, Italy / Coccodrillo - VHS(1) (pluscenti)",AUD,MKV,,
,,,,
[1992],,,,
"2-22-1992 / New York, NY - CBGB - ANA(M) (Sony 929) (scott simpson) ",AUD,FLAC,,
,,,,
[1994],,,,
"2-26-1994 / Chicago, IL / Vic Theater (Remaster) (oceanaudio)",AUD,FLAC,,
,,,,
[1995],,,,
"8-27-1995 / Biddinghuizen, The Netherlands / Lowlands Festival (Dutch Radio)",FM,FLAC,,
"10-11-1995 / San Francisco, CA / The Fillmore (unk) (neekrive) ",AUD,FLAC,,
"10-15-1995 / Vancouver, BC / Commodore Ballroom *Spring Floor (KTS)",Silver CD,FLAC,,
"10-20-1995 / Chicago, IL / Vic Theatre (Remaster) (oceanaudio) ",AUD,FLAC,,
,,,,
[2014],,,,
"6-21-2014 / Boston, MA / Paradise Rock Club (Sony ECM-909a) (manofstealth)",AUD,FLAC,,
,,,,
[2018],,,,
"12-2-2018 / Amsterdam, The Netherlands / Paradiso (Tascam DR-01) (mr. wulf)",AUD,FLAC,,
,,,,
[2021],,,,
"12-3-2021 / Boston, MA / Big Night Live (CA-11) (steve hanna)",AUD,FLAC,,
,,,,
[2023],,,,
"12-2-2023 / Boston, MA / Paradise Rock Club (CA-11) (manofstealth) ",AUD,FLAC 24,,
,,,,
[2024],,,,
"10-5-2024 / Eindhoven, The Netherlands / Grote Zaal (Zoom H4N) (minimax) ",AUD,FLAC,,
"11-1-2024 / Somerville, MA / Arts at the Armory (SP-CMC-8) (manofstealth)",AUD,FLAC 24,,
"11-2-2024 / Somerville, MA / Arts at the Armory (SP-CMC-8) (manofstealth)",AUD,FLAC 24,,
,,,,
,,,,
,,,,
Creeper Lagoon,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[2017],,,,
"8-10-2017 / New York, NY / Mercury Lounge  (nyctaper)",AUD,FLAC,,
,,,,
,,,,
,,,,
Dig,Versions,File Type,,
Drive - A,,,,
,,,,
,,,,
[1993],,,,
"11-17-1993 / San Francisco, CA / The Warfield - ANA(M) (ECM-909) (tj cruz)",AUD,FLAC,,
,,,,
[1994],,,,
"7-23-1994 / Los Angeles, CA / UCLA Quad - ANA(M) (ijwthstd)",AUD,FLAC,,
,,,,
,,,,
,,,,
Drive Like Jehu,Versions,File Type,,
Drive - A,,,,
,,,,
,,,,
[1992],,,,
"1-9-1992 / Westwood, CA / Cooperage UCLA (unk)",AUD,FLAC,,
"1-11-1992 / Long Beach, CA / Al's Bar (unk)",AUD,FLAC,,
"6-13-1992 / San Diego, CA / Casbah - ANA(M) (unk)",AUD,FLAC,,
,,,,
[1994],,,,
"6-10-1994 / New York, NY / CBGBs (unk)",AUD,FLAC,,
"6-11-1994 / Cambridge, MA / The Middle East (unk) (auto_pilot) ",AUD,FLAC,,
,,,,
[2016],,,,
"2-28-2016 / Los Angeles, CA / Echoplex (unk)",MIX,FLAC,,
"8-27-2016 / Seattle, WA / Showbox (DPA 4060) (tim kahn)",AUD,FLAC 24,,
,,,,
,,,,
,,,,
,,,,
Duster,Versions,File Type,,
Drive - A,,,,
,,,,
,,,,
[2024],,,,
"2024-04-27 / Las Vegas, NV / Las Vegas Fairgrounds - Sick New World (Schoeps MK4) (loughney)",AUD,FLAC 24,,
,,,,
,,,,
,,,,
,,,,
,,,,
Elastica,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1995],,,,
"3-17-1995 / Austin, TX / Liberty Lunch SXSW Festival (MarcSounds) (markp)",AUD,FLAC,,
"6-25-1995 / Glastonbury, UK / Glastonbury Festival (BBC Radio 6) (pawel)",FM,M4A,,
,,,,
[1999],,,,
"8-27-1999 / Caversham, UK / Reading Festival (pawel)",FM,M4A,,
,,,,
[MISC],,,,
Elastica - 1994-XX-XX - Angels With Dirty Faces,Silver CD,FLAC,,
,,,,
,,,,
,,,,
,,,,
,,,,
Everclear,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1995],,,,
"9-14-1995 / Ventura, CA / Ventura Theater (WW1)",FM,FLAC,,
"11-4-1995 / Santa Monica, CA / Santa Monica Pier - CASS(M) (unk)",AUD,FLAC,,
"12-31-1995 / Oakland, CA / Oakland-Alameda County Coliseum Arena (unk) (neekrive)",AUD,FLAC,,
,,,,
[1996],,,,
"2-14-1996 / Toronto, ON / Opera House (M) (unk) ",FM,FLAC,,
,,,,
[1997],,,,
"11-26-1997 / San Francisco, CA / Fillmore (unk) (neekrive)",AUD,FLAC,,
"12-6-1997 / Universaly City, CA / Universal Amphitheatre",FM,FLAC,,
,,,,
[1998],,,,
"3-4-1998 / Orlando, FL / House of Blues",SBD,FLAC,,
"6-20-1998 / Irvine, CA / Irvine Meadows - CASS(M)",AUD,FLAC,,
,,,,
[1999],,,,
"2-9-1999 / Sacramento, CA - Sacramento Memorial Auditorium (unk) ",AUD,FLAC,,
,,,,
[2000],,,,
7-16-2000 / Loveline,FM,MP3,,
"12-15-2000 / San Francisco, CA / The Warfield (unk) (neekrive) ",AUD,FLAC,,
,,,,
[2004],,,,
"8-30-2004 / Hilton Head, SC / Monkey Business (Studio Projects C4s) (jcrab66)",AUD,FLAC,,
,,,,
[2006],,,,
"10-3-2006 / Ann Arbor, MI / Blind Pig (STC-9000) (paramnesiac) ",AUD,FLAC,,
,,,,
[2007],,,,
"2-7-2007 / Denver, CO / Gothic Theater (Core Sound LCBs) (brianblank)",AUD,FLAC,,
"5-9-2007 / Edmonton, Alberta / Cowboys (SP-CMC-2) (sean gursky)",AUD,FLAC,,
,,,,
[2009],,,,
"5-2-2009 / Birmingham, AL / Birmingham-Jefferson Convention Complex Parking Lot (DPA 4061s) (dunebug81)",AUD,FLAC,,
,,,,
[2022],,,,
"8-27-2022 / Niagara Falls, ONT / Avalon Ballroom (CA14s) (binko)",AUD,FLAC 24,,
"9-9-2022 / Columbia, IL / Songs For Soldiers (Neumann SKM 184) (shane e. calhoon) ",AUD,FLAC,,
,,,,
[2023],,,,
"10-9-2023 / Los Angeles, CA / The Wiltern (DPA 4081) (faninor)",AUD,FLAC 24,,
"10-13-2023 / Rocklin, CA / Quarry Park Amphitheatre (SP-CMC-4U) (vibrioidxire) ",AUD,FLAC 24,,
,,,,
[2024],,,,
"8-10-2024 / Liverpool, NY /- Sharkey's Event Center (inc Soundcheck) (MK41) (beatkilla) ",AUD,FLAC 24,,
"9-19-2024 / Los Angeles, CA / The Regent Theater (DPA 4081) (faninor)",AUD,FLAC 24,,
,,,,
[2025],,,,
"4-27-2025 / Biloxi, MS / Mississppi Coast Coliseum (Schoeps MK4) (jesse mc) ",AUD,FLAC 24,,
"10-7-2025 / Orlando, FL / The Plaza Theatre (Panasonic MM-BSM7s) (kevdogg)",AUD,FLAC,,
"10-12-2025 / Ponte Vedra, FL / Ponte Vedra Concert Hall (Panasonic MM-BSM-7s) (kevdogg)",AUD,FLAC,,
"10-16-2025 / Charlotte, NC / Neighborhood Theatre (M) (Shure MV88) (shynomi)",AUD,FLAC 24,,
"10-27-2025 / Cleveland, OH / House of Blues (SP-CMC-8) (live2cd) ",AUD,FLAC,,
,,,,
[MISC],,,,
Everclear - 3-9-2003 - Loveline ,FM,MP3,,
Everclear - 7-16-2000 - Loveline,FM,MP3,,
,,,,
,,,,
,,,,
,,,,
Eve 6,Versions,File Type,,
Drive - G,,,,
,,,,
,,,,
[2012],,,,
"4-6-2012 / Chicago, IL / The Cubby Bear (CA-14) (brian ermerick) ",AUD,FLAC 24,,
,,,,
[2025],,,,
"6-19-2025 / Los Angeles, CA / Echoplex (DPA 4081) (faninor) ",AUD,FLAC 24,,
,,,,
,,,,
,,,,
,,,,
,,,,
Far,Versions,File Type,,
Drive - F,,,,
,,,,
,,,,
[1996],,,,
"10-3-1996 / San Francisco, CA / Slim's (unk) (neekrive)",AUD,FLAC,,
,,,,
,,,,
,,,,
Fastball,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[2018],,,,
"7-1-2018 / Milwaukee, WI / Miller Lite Oasis -Summerfest (AT U853) (unk)",AUD,FLAC,,
,,,,
[2021],,,,
"10-23-2021 / Ft. Lauderdale, FL / Culture Room (Sony ECM-DS70P) (kevdogg)",AUD,FLAC,,
,,,,
[2025],,,,
"7-16-2025 / Vienna, VA /Filene Center at Wolf Trap (LG V60) (hemisphire) ",AUD,FLAC,,
,,,,
,,,,
,,,,
,,,,
,,,,
Fig Dish,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[2025],,,,
"12-30-2025 / Kenosha, WI / Brat Stop (CA-14) (live2cd)",AUD,FLAC,,
,,,,
,,,,
,,,,
,,,,
,,,,
Finger Eleven,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[2025],,,,
"10-9-2025 / Columbus, OH / The King of Clubs (CA-14) (live2cd)",AUD,FLAC,,
"12-5-2025 / Toronto, ON / The Theatre at Great Canadian Casino Resort (Zoom H1n) (bowlingron)",AUD,FLAC,,
"12-6-2025 / Ottawa, ON / TD Place (iPhone 16 Pro) (palm0014)",AUD,FLAC,,
,,,,
[2026],,,,
"3-14-2026 / Indianapolis, IN / The Hi-Fi (CA-14) (live2cd) ",AUD,FLAC,,
,,,,
,,,,
,,,,
,,,,
,,,,
For Squirrels,Versions,File Type,,
Drive - F,,,,
,,,,
,,,,
[MISC],,,,
For Squirrels - Milk From A Fountain [Silver],,FLAC,,
,,,,
,,,,
,,,,
,,,,
,,,,
Fuel,Versions,File Type,,
Drive - G,,,,
,,,,
,,,,
[2007],,,,
"12-15-2007 / Fairbanks, AK / The Blue Loon (SS-DSM-6P) (ballsdeep) ",AUD,FLAC,,
"12-16-2007 / Fairbanks, AK / The Blue Loon (SS-DSM-6P) (ballsdeep)",AUD,FLAC,,
,,,,
[2024],,,,
"4-28-2024 / Nassau, Bahamas / Norwegian Jade - Stardust Theater - Summer of 99 & Beyond (Edirol R09HR) (unk) ",AUD,FLAC,,
4-30-2024 / Norwegian Jade / Pool Deck - Summer of 99 & Beyond (Edirol R09HR) (unk),AUD,FLAC,,
"8-31-2024 / San Bernardino, CA / Glen Helen Amphitheater - Summer of 99 Festival (Zoom H4N) (unk)",AUD,FLAC,,
,,,,
[2025],,,,
"2-15-2025 / Bowler, WI / North Star Mohican Casino (Edirol R09HR) (unk)",AUD,FLAC,,
"3-28-2025 / Wheatland, CA / Hard Rock Live (SP-CMC-4U) (vibrioidxire)",AUD,FLAC 24,,
"4-10-2025 / Norwegian, GEM / Stardust Theater - Summer of 99 Cruise (Show 2) (Zoom H4n) (unk)",AUD,FLAC,,
,,,,
,,,,
,,,,
,,,,
,,,,
Goldfinger,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1996],,,,
"5-7-1996 / San Francisco, CA / Bill Graham Civic Auditorium (unk) (inc)",AUD,FLAC,,
"7-30-1996 / San Francisco, CA / The Fillmore (unk) (neekrive)",AUD,FLAC,,
,,,,
[2003],,,,
"11-3-2003 / Orlando, FL / UCF Arena - MD(M) (CSB) (dunebug81) ",AUD,FLAC,,
,,,,
[2025],,,,
"2-28-2025 / Anaheim, CA - House of Blues (DPA 4081) (faninor)",AUD,FLAC 24,,
,,,,
,,,,
,,,,
,,,,
,,,,
Green Jelly,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[2023],,,,
"7-21-2023 / St. Joseph, MO / Sk8Bar (Tascam DR-05) (78jazz)",AUD,FLAC 24,,
,,,,
,,,,
,,,,
,,,,
,,,,
Guided By Voices,Versions,File Type,,
Drive - F,,,,
,,,,
,,,,
[1993],,,,
"8-7-1993 / Philadelphia, PA / Khyber Pass ",SBD,FLAC,,
,,,,
[1994],,,,
"5-7-1994 / Dayton, OH / Canal St Tavern - Free Mitch Mitchell (unk) ",AUD,FLAC,,
"9-2-1994 / Dayton, OH / Canal St Tavern (Sony WM-D6) (unk)",AUD,FLAC,,
"11-2-1994 / New York, NY / CBGB (dolphinsmile archive)",SBD,FLAC,,
"11-5-1994 / Washington, DC / Black Cat - ANA(2) (o'lachtna production)",AUD,FLAC,,
"11-5-1994 / Washington, DC / Black Cat (Sony PCM-M10) (unk)",AUD,FLAC,,
"11-11-1994 / Deland, FL / Nite Lights Stetson University",SBD,FLAC,,
,,,,
[1995],,,,
"4-5-1995 / Chicago, IL / Lounge Ax - ANA(x) (o'lactna production) ",AUD,FLAC,,
"4-6-1995 / Chicago, IL / Lounge Ax - ANA(x) (o'lachtna production)",AUD,FLAC,,
"4-10-1995 / Boulder, CO / Fox Theater (unk) ",AUD,FLAC,,
"4-14-1995 / Seattle, WA /- Crocodile Cafe - ANA(x)",AUD,FLAC,,
"7-25-1995 / Memphis, TN / Barristers - ANA(x) (o'lachtna production)",AUD,FLAC,,
"7-26-1995 / St. Louis, MO / Sheldon Ballroom - ANA(2)",SBD,FLAC,,
,,,,
[1996],,,,
"2-23-1996 / Eau Claire, WI / Council Fire Room - ANA(x) ",AUD,FLAC,,
"2-24-1996 / Minneapolis, MN / First Avenue (SBD+ANA(2)",MIX,FLAC,,
"3-2-1996 / Newport, KY / Southgate House - ANA(1) (o'lachtna production)",AUD #1,FLAC,,
"4-19-1996 / Dayton, OH / Al Rosa's - ANA(3) ",AUD,FLAC,,
"5-3-1996 / Seattle, WA / Moe's Mo' Rockin Cafe - ANA(1) (Sony WM-D3) (o'lachtna production)",AUD,FLAC,,
"5-6-1996 / San Francisco, CA / Great American Music Hall - ANA(x)",AUD,FLAC,,
"6-7-1996 / Philadelphia, PA / The Trocadero - ANA(x)",AUD,FLAC,,
"6-21-1996 / London, UK / The Garage - ANA(x) ",AUD,FLAC,,
,,,,
[1997],,,,
"5-3-1997 / Haverford, PA / Haverford College - ANA(1) (o'lachtna production) ",AUD #1,FLAC,,
"6-6-1997 / Dayton, OH - The Asylum / ANA(1) ",AUD,FLAC,,
"6-14-1997 / Minneapolis, MN / First Avenue - SBD-ANA(2) (j. lindblom) (o'lachtna) ",SBD #2,FLAC,,
"7-12-1997 / New York, NY / Central Park - Summerstage - ANA(1) (Sony WM-D3) ",AUD,FLAC,,
"7-21-1997 / New Orleans, LA / Howlin'  Wolf - ANA(2)",SBD,FLAC,,
"7-22-1997 / Memphis, TN / Barristers - ANA(1) (Sony WM-D3)",AUD  ,FLAC,,
"7-26-1997 / Louisville, KY / Phoenix Hill Tavern - ANA(1) (Sony WM-D3)",AUD,FLAC,,
"10-8-1997 / London, UK / The Garage - ANA(1) ",AUD,FLAC,,
"10-24-1997 / Columbus, OH / Newport Music Hall - ANA(1) (Sony WM-D3)",AUD,FLAC,,
,,,,
[1998],,,,
"4-18-1998 / Sewanee, TN / The University of the South - ANA(2) (o'lachtna production)",AUD,FLAC,,
"8-8-1998 / Philadelphia, PA / Theatre of Living Arts - ANA(x) (o'lachtna production)",AUD,FLAC,,
"11-17-1998 / Hollywood, CA / The Whiskey-A-Go-Go - ANA(2) (unk) ",AUD,FLAC,,
,,,,
[1999],,,,
"2-27-1999 / San Francisco, CA / Bimbos 3605 Club - ANA(1) (unk)",AUD,FLAC,,
"3-20-1999 / Austin, TX / Waterloo Park - ANA(1) (o'lachtna production)",SBD,FLAC,,
"11-19-1999 / Dallas, TX / The Trees - MD(M) (o lachtna production)",AUD,FLAC,,
"11-20-1999 / Austin, TX / La Zona Rosa - MD(M) unk)",AUD,FLAC,,
,,,,
[2000],,,,
"4-7-2000 / Iowa City, IA / Gabes - DAT(M) (CSB) (cps)",AUD,FLAC,,
,,,,
[2002],,,,
"6-22-2002 / Portland, OR / Crystal Ballroom (Oktava 012) (jpf)",AUD,FLAC,,
,,,,
[2004],,,,
"11-3-2004 / Athens, GA / 40 Watt Club (dolphinsmile archive)",SBD,FLAC,,
"11-9-2004 / Austin, TX / Austin City Limits (Nugs.net)",SBD,FLAC,Official Bootleg,
"11-15-2004 / Portland, OR / Barbatis Pan (jpf)",SBD,FLAC,,
,,,,
[2014],,,,
"6-3-2014 / Omaha, NE / The Waiting Room (CA mics) (sonictooth)",AUD,FLAC,,
,,,,
[2017],,,,
"4-7-2017 / St. Louis, MO / The Ready Room (CA-14) (sonictooth) ",AUD,FLAC,,
,,,,
[2021],,,,
"10-23-2021 / New Haven, CT / College Street Music Hall (SP-CMC-8) (smores)",AUD,FLAC 24,,
,,,,
[2022],,,,
"3-24-2022 / Boise, ID / Treefort Music Fest Main Stage (SP-CMC-2) (unk) ",AUD,FLAC,,
"3-29-2022 / San Francisco, CA / Great American Music Hall (CA-11s) (unk)",AUD,FLAC,,
"3-30-2022 / Santa Cruz, CA / The Catalyst Club (Internal + CSB mics) (loughney)",MIX,FLAC 24,,
,,,,
,,,,
,,,,
,,,,
,,,,
Ivy,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1995],,,,
"4-7-1995 / Santa Monica, CA / KCRW Studios - Morning Becomes Eclectic (markp)",FM,FLAC,,
"4-8-1995 / Westwood, CA / Rhino Records (Sonic Studios) (markp)",AUD,FLAC,,
"7-18-1995 / Santa Monica, CA / Tower Records (Sonic Studios) (markp)",AUD,FLAC,,
"11-16-1995 / West Hollywood, CA / The Roxy (Sonic Studios) (markp)",AUD,FLAC,,
,,,,
,,,,
,,,,
,,,,
Jawbox,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1993],,,,
"2-21-1993 / Cambridge, MA / Middle East (dan) (zootype transfer)",AUD,FLAC,,
,,,,
,,,,
,,,,
Jellyfish,Versions,File Type,,
Drive - E,,,,
,,,,
,,,,
[1990],,,,
"9-30-1990 / Washington, DC / Lisner Auditorium (unk) ",AUD,FLAC,,
"10-24-1990 / Fullerton, CA / California State University (unk)",AUD,FLAC,,
"10-25-1990 / Los Angeles, CA / The Roxy - CASS(x)",SBD,FLAC,,
"11-11-1990 / Baltimore, MD / Max's on Broadway (unk) (bonzo4880)",AUD,FLAC,,
"11-29-1990 / Tempe, AZ / Chuy’s (Aiwa mics) (unk)",AUD,FLAC,,
"12-1-1990 / Hollywood, CA / Club Lingerie",AUD,FLAC,,
,,,,
[1991],,,,
"2-25-1991 / San Francisco, CA / Slim's (unk)",AUD,FLAC,,
"3-2-1991 / San Francisco, CA / Bay Area Music Awards 1991",TV,FLAC,,
"3-13-1991 / Victoria, BC / Harpo's Cabaret (Sony WM-F46) (crowflies) (inc)",AUD,FLAC,,
"4-13-1991 / Santa Cruz, CA / The Catalyst (Nakamichi CM300) (markp)",AUD,FLAC,,
"4-29-1991 / Amsterdam, The Netherlands / Melkweg",FM,FLAC,,
