Guster,Versions,File Type
"8-12-2017 / Portland, ME / Thompson's Point - On the Ocean (Early) (KM201s) (dave mallick)",AUD,FLAC 24
"8-12-2017 / Portland, ME / Thompson's Point - On the Ocean (KM201s) (dave mallick)",AUD,FLAC 24
"8-13-2017 / Portland, ME / Gazebo at Fort Allen Park (ECM-719) (brian) ",AUD,FLAC
"8-13-2017 / Portland, ME / Gazebo at Fort Allen Park (Zoom H1) (acady)",AUD,FLAC
,,
[2018],,
"1-11-2018 / Rochester, NY / Anthology (AT-4041) (daniel godwin)",AUD,FLAC 24
"1-12-2018 / New Haven, CT / College Street Music Hall (ECM-719) (brian)",AUD,FLAC
"1-13-2018 / Boston, MA / House of Blues (ECM-719) (brian)",AUD,FLAC
"1-13-2018 / Boston, MA / House of Blues (KM201s) (dave mallick)",AUD,FLAC 24
"1-13-2018 / Boston, MA / House of Blues (Tascam DR-07) (kevin nastasia)",AUD,FLAC
"5-26-2018 / Chillicothe, IL / Three Sisters Park (YouTube) (unk)",PRO,FLAC
"7-21-2018 / Shelburne, VT / Shelburne Museum (ECM-719) (brian) ",AUD,FLAC
"7-21-2018 / Shelburne, VT / Shelburne Museum (KM201s) (dave mallick)",AUD,FLAC 24
"7-21-2018 / Shelburne, VT / Shelburne Museum (CA-14s) (kevin nastasia)",AUD,FLAC
"8-3-2018 / Portland, ME / State Theatre (KM201s) (dave mallick)",AUD,FLAC 24
"8-3-2018 / Portland, ME / State Theatre (Zoom H1) (acady)",AUD,FLAC
"8-4-2018 / Portland, ME / Thompson's Point (KM201s) (dave mallick)",AUD,FLAC 24
"8-5-2018 / Portand, ME / Outside Hadlock Field (Zoom H1) (acady)",AUD,FLAC
"8-5-2018 / Portland, ME / Hadlock Field (KM201s) (dave mallick)",AUD,FLAC 24
"11-10-2018 / Louisville, KY / Headliners Music Hall (Zoom H1) (acady)",AUD,FLAC
"11-11-2018 / St. Louis, MO / Delmar Hall (SP-C4 MKII) (shane e. calhoon)",AUD,FLAC
"11-13-2018 / Madison, WI / Live from Studio M - Triple MMM 105.5 (Webstream) (brian)",FM,FLAC
"11-13-2018 / Madison, WI / The Sylvee (Zoom H1) (acady)",AUD,FLAC
,,
[2019],,
"1-14-2019 / Boston, MA / Fraser Performance Studio - WGBH Boston Public Radio (Webstream) (brian)",WEB,FLAC
"1-14-2019 / Boston, MA / WERS-FM (Webcast) (dave mallick)",WEB,FLAC
"1-15-2019 / New York, NY / WNYC New Sounds 1PM (Webstream) (brian)",WEB,FLAC
"1-16-2019 / Albany, NY / Overit Studios - WEQX Radio (Webstream) (brian)",WEB,FLAC
"1-18-2019 / New York, NY / The Strand (Tascam DR-07) (dave mallick)",AUD,FLAC
"1-19-2019 / Boston, MA / House of Blues (ECM-719) (brian)",AUD,FLAC
"1-19-2019 / Boston, MA / House of Blues (KM201s) (dave mallick) ",AUD,FLAC 24
"1-23-2019 / Rochester, NY / Anthology (AT4041) (dgodwin)",AUD,FLAC 24
"1-28-2019 / Hollywood, CA / Amoeba Records (Zoom Q2) (bob moran) ",AUD,FLAC
"1-29-2019 / Santa Monica, CA / KCRW Morning Becomes Eclectic (Webstream) (brian)",WEB,FLAC
"1-30-2019 / Santa Monica, CA / KCRW - Morning Becomes Eclectic",FM,FLAC
"2-2-2019 / Santa Ana, CA / The Observatory (Zoom Q2) (magicelf1980)",AUD,FLAC
"2-7-2019 / Denver, CO / Ogden Theatre (CA-14) (filefly)",AUD,FLAC 24
"2-7-2019 / Denver, CO / The Ogden Theatre (AKG P170) (the space fish)",AUD,FLAC
"2-9-2019 / Minneapolis, MN / First Avenue (Zoom H1) (acady)",AUD,FLAC
"3-14-2019 / Providence, RI / The Strand Ballroom & Theatre (ECM-719) (brian)",AUD,FLAC
"3-14-2019 / Providence, RI / The Strand Ballroom & Theatre (KM201s) (dave mallick)",AUD,FLAC 24
"3-15-2019 / Portsmouth, NH / The Music Hall (KM201s) (dave mallick)",AUD,FLAC 24
"3-16-2019 / New York, NY / Beacon Theatre (KM201) (dave mallick)",AUD,FLAC 24
"3-22-2019 / New York, NY / WNYC 93.9 - All of It 130pm (Webstream) (brian)",WEB,FLAC
"3-23-2019 / Philadelphia, PA / The Fillmore (ECM-719) (brian)",AUD,FLAC
"3-23-2019 / Philadelphia, PA / The Fillmore (KM201s) (dave mallick)",AUD,FLAC 24
"3-23-2019 / Philadelphia, PA / The Fillmore (Gefell M210s) (jon pasternak)",AUD,FLAC
"3-23-2019 / Philadelphia, PA / The Fillmore (Gefell M300) (unk)",AUD,FLAC
"4-4-2019 / Nashville, TN / Lightning 100 (100.1 FM) 920am (Webstream) (brian)",FM,FLAC
"4-13-2019 / Chicago, IL / Riviera Theatre (Zoom H1) (acady)",AUD,FLAC
"4-13-2019 / Chicago, IL / WXRT - Live from Xtudio X - Martyr's (Webstream) (brian)",AUD,FLAC
"6-1-2019 / Vienna, VA / Wolf Trap - Live From Here",SBD,MP3
"6-30-2019 / Littleton, CO / Breckenridge Brewery (AKG P170s) (the space fish)",AUD,FLAC
"7-6-2019 / Frisco, CA / Copper Mountain Ski Resort (AKG P170s) (the space fish)",AUD,FLAC
"7-10-2019 / Phoenix, AZ / The Van Buren (AT853) (unk)",AUD,FLAC
"7-12-2019 / Los Angeles, CA / John Anson Ford Amphitheatre (Zoom Q2) (magicelf1980)",AUD,FLAC
"7-23-2019 / Milwaukee, WI / Pabst Theater (acady)",AUD,FLAC
"7-28-2019 / Camden, NJ / Wiggins Park - Xponential Music Festival (Webstream) (brian)",WEB,FLAC
"8-3-2019 / Accord, NY / Arrowod Farm Brewery (CA-14s) (unk)",AUD,FLAC
"8-7-2019 / Bethlehem, PA / Levitt Pavilion SteelStacks (KM201s) (dave mallick)",AUD,FLAC 24
"8-8-2019 / New York, NY / SummerStage (KM201s) (dave mallick)",AUD,FLAC 24
"8-9-2019 / Portland, ME / First Parish Church (CA-14s) (kevin nastasia)",AUD,FLAC 24
"8-9-2019 / Portland, ME / First Parish Church  (Zoom H1) (acady)",AUD,FLAC
"8-9-2019 / Portland, ME / First Parish Church (KM201s) (dave mallick) ",AUD,FLAC 24
"8-9-2019 / Portland, ME / First Parrish Church (ECM-719) (brian)",AUD,FLAC
"8-10-2019 / Portland, ME / Thompson's Point (KM201s) (dave mallick) ",AUD,FLAC 24
"8-10-2019 / Portland, ME / Thompson's Point (LG V20) (kevin nastasia)",AUD,FLAC
"8-10-2019 / Portland, ME / Thompson's Point (Zoom H1) (acady)",AUD,FLAC
"9-21-2019 / Portland, OR / Arlene Schnitzer Concert Hall (w/ the Oregon Symphony) (acady)",AUD,FLAC
"11-22-2019 / Burlington, VT / Higher Ground (KM201s) (dave mallick)",AUD,FLAC 24
"11-23-2019 / Burlington, VT / Contois Auditorium - City Hall (Rehearsal) (iPhone) (dave mallick)",AUD,FLAC
"11-23-2019 / Burlington, VT / First Unitarian Universalist Society of Burlington (CA-14s) (kevin nastasia)",AUD,FLAC
"11-23-2019 / Burlington, VT / First Unitarian Universalist Society of Burlington (Early) (KM201s) (dave mallick)",AUD,FLAC 24
"11-23-2019 / Burlington, VT / First Unitarian Universalist Society of Burlington (Late) (KM201s) (dave mallick) ",AUD,FLAC 24
"11-30-2019 / New York, NY / Terminal 5 (KM201s) (dave mallick)",AUD,FLAC 24
"11-30-2019 / New York, NY / Terminal 5 (Schoeps CCM41) (christopher jones)",AUD,FLAC
,,
[2020],,
"1-25-2020 / Stowe, VT / Spruce Peak Performing Arts Center (Secret Stash) (KM201s) (dave mallick)",AUD,FLAC 24
"3-5-2020 / Boulder, CO / The Boulder Theater (SP C4 MKII) (the space fish)",AUD,FLAC
"3-6-2020 / Omaha, NE / Scottish Rite Masonic Center Auditorium (KM201s) (dave mallick)",AUD,FLAC 24
"3-7-2020 / Iowa City, IA / Englert Theater (Zoom H1) (acady)",AUD,FLAC
"3-7-2020 / Iowa City, IA / Englert Auditorium (KM201s) (dave mallick)",AUD,FLAC 24
"3-10-2020 / Nashville, TN / Belcourt Theater (Edirol R-09)",AUD,FLAC
"3-11-2020 / St. Louis, MO / The Sheldon Concert Hall (SP-CMC-1) (shane e. calhoon)",AUD,FLAC
"5-8-2020 / Boston, MA / WXRV-FM (Webstream) (dave mallick)",WEB,FLAC
"5-10-2020 / Council Bluffs, IW / 89.7 The River KIWR (Webstream) (brian)",FM,FLAC
"8-15-2020 / Swanzey, NH / Drive-in Live - Cheshire Faigrounds (Early) (KM201s) (dave mallick)",AUD,FLAC
"8-15-2020 / Swanzey, NH - Drive-in Live - Cheshire Faigrounds (Late) (KM201s) (dave mallick)",AUD,FLAC
"8-15-2020 / Swanzey, NH - Drive-in Live - Cheshire Faigrounds (Late) (ECM-719) (brian)",AUD,FLAC
"8-15-2020 / Swanzey, NH / Cheshire Fair Grounds (CA-14) (kevin nastasia)",AUD,FLAC 24
"8-15-2020 / Swanzey, NH / Cheshire County Fairgrounds (Early)",FM,FLAC
"8-15-2020 / Swanzey, NH / Cheshire County Fairgrounds (kingjeff)",FM,FLAC
"8-15-2020 / Swanzey, NH / Cheshire County Fairgrounds (Late show)",FM,FLAC
"8-15-2020 / Swanzey, NH / Cheshire Fairground (Afternoon) (CSB) (unk)",AUD,FLAC
"10-21-2020 / Cape Neddick, ME / Atlantic Ballroom - Cliff House (Adam Gardner) (Tascam DR-100MKII) (reebs)",AUD,FLAC 24
,,
[2021],,
"3-11-2021 / Ogunquit, ME / Cliff House (Adam Gardner) (Tascam DR-100MKII) (dave mallick)",AUD,FLAC 24
"7-10-2021 / Shelburne, VT / Shelburne Museum (KM201s) (dave mallick) ",AUD,FLAC 24
"7-25-2021 / Morrison, CO / Red Rocks Amphitheatre (KM201s) (dave mallick) ",AUD,FLAC 24
,,
[2022],,
"5-22-2022 / Boston, MA / House of Blues (Elation KM201s) (dave mallick) ",AUD,FLAC 24
"6-12-2022 / Lafayette, NY / Beak & Skiff Orchards (AT4041) (dgodwin)",AUD,FLAC 24
"6-18-2022 / Winnetka, IL / Winnetka Music Festival (Zoom H1n) (acady)",AUD,FLAC
"6-24-2022 / Greenfield, MA / Greenfiled Savings Bank Stage (ECM-719) (brian h)",AUD,FLAC  
"7-6-2022 / Nashville, TN / Schermerhorn Symphony Center (Tascam DR-05) (dr. ohfive)",AUD,FLAC 24
"7-9-2022 / Milwaukee, WI / Johnson Controls World Sound Stage (Zoom H1n) (acady)",AUD (48k),FLAC
"7-30-2022 / Park City, UT / Deer Valley Resort (unk) (cameron frye)",AUD,FLAC 24
"8-10-2022 / Montclair, NJ / Wellmont Theater (AKG C414 XLII) (zachary semcken) ",AUD,FLAC 24
"8-12-2022 / Portland, ME / State Theatre (KM201s) (dave mallick)",AUD,FLAC 24
"11-3-2022 / Solana Beach, CA / Belly Up (Elation KM201s) (dave mallick)",AUD,FLAC 24
"11-4-2022 / Los Angeles, CA / Palace Theatre (Elation KM201s) (dave mallick)",AUD,FLAC 24
"11-4-2022 / Los Angeles, CA / Palace Theatre (Zoom H1) (dave mallick)",AUD,FLAC 24
"11-15-2022 / St. Louis, MO / The Pageant Theatre (SKM 184s) (shane e. calhoon)",AUD,FLAC
"11-16-2022 / Louisville, KY / WFPK-FM (91.9 WFPK) (YouTube Rip",FM,FLAC
"11-21-2022 / Washington, D.C. / Lincoln Theatre (Elation KM201s) (dave mallick) ",AUD,FLAC 24
"11-21-2022 / Washington, D.C. / Lincoln Theatre )Gefell MG200s) (bill lakenan)",AUD,FLAC 24
"11-25-2022 / New York, NY / Carnegie Hall - Stern Auditorium (H1) (cameron frye)",AUD,FLAC 24
,,
[2023],,
"3-23-2023 / Orlando, FL / The Plaza Live (MC012) (scuba)",AUD,FLAC 24
"3-31-2023 / Huntington, NY / The Paramount (unk)",AUD,MP3
"4-7-2023 / Philadelphia, PA / The Fillmore (Geffell MG200) (bill lakenan)",AUD,FLAC 24
"4-8-2023 / Port Chester, NY / Capitol Theatre (BSC-1+AKG460) (cam keough) ",MIX,FLAC 24
"4-8-2023 / Port Chester, NY / Capitol Theatre (Vanguard V1+AT 3031+AKG c414) (eric lugassy)",MIX,FLAC 24
"5-13-2023 / Albany, NY / Washington Park (sE Electronics) (steve gravel)",AUD,FLAC
"5-13-2023 / Albany, NY / Washington Park Tulip Festival (CA-14s) (jp)",AUD,FLAC
"5-21-2023 / Columbia, MD / Merriweather Post Pavilion (Geffell MG200) (bill lakenan)",AUD,FLAC 24
"6-6-2023 / Boston, MA / Symphony Hall (unk) (cameron frye) ",AUD,FLAC 24
"6-7-2023 / Boston, MA / Symphony Hall (unk) (cameron frye) ",AUD,FLAC 24
"7-27-2023 / Ventura, CA / Ventura Music Hall (Elation KM201s) (dave mallick)",AUD,FLAC 24
"7-28-2023 / Pioneertown, CA / Pappy & Harriet's Pioneertown Palace (Elation KM201s) (dave mallick) ",AUD,FLAC 24
"7-29-2023 / San Diego, CA / Rady Shell at Jacob's Park (Elation KM201s) (dave mallick)",AUD,FLAC 24
"7-29-2023 / San Diego, CA / Rady Shell at Jacob's Park (Set 1) (Zoom Q2 HD) (magicelf1980) ",AUD,FLAC 24
"7-29-2023 / San Diego, CA / Rady Shell at Jacob's Park (Set 2) (Zoom Q2 HD) (magicelf1980)",AUD,FLAC 24
"8-1-2023 / Bellvue, CO / The Mishawaka Ampitheatre (SP C4 MKII) (the space fish)",AUD,FLAC
"8-2-2023 / Bellvue, CO / Mishawaka Amphitheatre (StudioProjects C4 MKII) (the space fish) ",AUD,FLAC
"8-8-2023 / Canandaigua, NY / Lincoln Hill Farms (AT4041) (dgodwin)",AUD,FLAC 24
"8-8-2023 / Canandaigua, NY / Lincoln Hill Farms (Sennheiser AMBEO) (greg valiquette)",AUD,FLAC 24
"8-11-2023 / Portland, ME / State Theatre (Elation KM201s) (dave mallick)",AUD,FLAC 24
"8-12-2023 / Portland, ME / Thompson's Point (AKG C414 XLII) (zachary semcken)",AUD,FLAC 24
"8-12-2023 / Portland, ME / Thompson's Point (Elation KM201s) (dave mallick)",AUD,FLAC 24
"8-12-2023 / Portland, ME / Thompson's Point (Zoom H1n) (acady)",AUD,FLAC 24
"8-13-2023 / Portland, ME / Thompson's Point - On the Ocean (AKG C414 XLII) (zachary semcken) ",AUD,FLAC 24
"8-13-2023 / Portland, ME / Thompson's Point (Elation KM201s) (dave mallick)",AUD,FLAC 24
"8-13-2023 / Portland, ME / Thompson's Point (Zoom H1n) (acady) ",AUD,FLAC 24
"9-15-2023 / Grand Rapids, MI / Frederik Meijer Gardens Amphitheater (Zoom H1n) (acady)",AUD,FLAC 24
"9-16-2023 / Chicago, IL / The Salt Shed Fairgrounds (Zoom H1n) (acady)",AUD,FLAC 24
"11-24-2023 / Ridgefield, CT / Ridgefield Playhouse (Elation KM201's) (dave mallick) ",AUD,FLAC 24
"11-25-2023 / New York, NY / Beacon Theatre (Elation KM201 (dave mallick) ",AUD,FLAC 24
"11-25-2023 / New York, NY / Beacon Theatre (Zoom H4n Pro) (dennis heyman)",AUD,FLAC 24
"12-1-2023 / Puerto Morelos, MEX / Dreams Sapphire Resort (Zoom H4n Pro) (roundlakeden)",AUD,FLAC 24
"12-4-2023 / Puerto Morelos, MEX / Dreams Sapphire Resort (Zoom H4n Pro) (foundlakedan) ",AUD,FLAC
,,
[2024],,
"2-10-2024 / Stowe, VT / Apres Only (CA-14) (kevin nastasia) ",AUD,FLAC 24
"2-10-2024 / Stowe, VT / Field Guide Lodge (Zoom H4n Pro) (roundlakedan)",AUD,FLAC
"3-10-2024 / Oklahoma City, OK / Jones Assembly (unk) (j.m. branum)",AMT,MP4
"3-15-2024 / St. Louis, MO / The Pageant Theatre (Neumann SKM 184s) (shane e. calhoon) ",AUD,FLAC
"3-17-2024 / Orlando, FL / The Plaza Live (MC012) (scuba)",AUD,FLAC 24
"3-22-2024 / Colombus, OH / KEMBA LIVE! (Zoom H1n) (acady) ",AUD,FLAC 24
"3-23-2024 / Baltimore, MD / Rams Head Live (Zoom H4n) (dennis heyman)",AUD,FLAC 24
"3-25-2024 / West Hurley, NY / WDST - Radio Woodstock Steeple Session (CA14s) (jp)",AUD,FLAC 24
"3-26-2024 / Red Bank, NJ / Count Basie Center for the Arts (Elation KM201s) (dave mallick)",AUD,FLAC 24
"3-27-2024 / Harrisburg, PA / XL Live (Gefell SMS2000) (bill lakenan)",AUD,FLAC 24
"3-29-2024 / Brooklyn, NY / Brooklyn Paramount (Gefell MG210s) (dave mallick)",AUD,FLAC 24
"3-29-2024 / Brooklyn, NY / Brooklyn Paramount (Neumann KMR82i's) (jon pasternak)",AUD,FLAC 24
"3-30-2024 / Boston, MA / MGM Music Hall at Fenway (Zoom H4n Pro) (dennis heyman) ",AUD,FLAC 24
"3-30-2024 / Boston, MA / Some Venue Near Fenway Park (Zoom H1n) (dave mallick)",AUD,FLAC 24
"5-15-2024 / Dobbs Ferry, NY / Mercy University Studio A (107.1 The Peak) (YouTube Rip) ",FM,FLAC
"5-17-2024 / Philadelphia, PA / WXPN 88.5 World Cafe Live (Zoom H4n Pro) (dennis heyman)",AUD,FLAC 24
"6-14-2024 / Woodstock, NY / Bearsville Theater (Zoom H4n Pro) (dennis heyman)",AUD,FLAC 24
"6-15-2024 / Woodstock, NY / Bearsville Theater (Zoom H4n Pro) (dennis heyman)",AUD,FLAC 24
"7-18-2024 / Los Angeles, CA / Dynasty Typewriter",WEB,FLAC
"7-18-2024 / Los Angeles, CA / CSU Northridge - KCSN-FM Studios (YouTube Rip)",WEB,FLAC
"7-20-2024 / Los Angeles, CA / John Anson Ford Amphitheatre (unk) (cameron frye) ",AUD,FLAC 24
"7-28-2024 / Skokie, IL / Out of Space Skokie (Zoom H1n) (acady)",AUD,FLAC
"8-1-2024 / Morrison, CO / Red Rocks Amphitheatre (Elation KM201s) (dave mallick) ",AUD,FLAC 24
"8-9-2024 / Portland, ME / State Theatre (AKG C414XLS) (dave mallick)",AUD,FLAC 24
"8-10-2024 / Portland, ME / Thompson's Point (AKG C414XLS) (dave mallick)",AUD,FLAC 24
"8-11-2024 / Portland, ME / Thompson's Point (AKG C414 XLS) (dave mallick)",AUD,FLAC 24
"9-21-2024 / Beverly, MA / The Cabot (CA-14s) (kevin nastasia)",AUD,FLAC
"9-27-2024 / Nashville, TN / Ryman Auditorium (Neewer CM5s) (eddie rolls)",AUD,FLAC 24
"9-27-2024 / Nashville, TN / Ryman Auditorium (Zoom H1) (josh prins) ",AUD,FLAC 24
"9-27-2024 / Nashville, TN / Ryman Auditorium (Zoom H1) (viv mallick)",AUD,FLAC 24
"9-29-2024 / Ocean City, MD / Ocean City Beach - Sea Bright Stage (LG V60) (hemisphire)",AUD,FLAC
"10-4-2024 / New York, NY / Harvey Theater at BAM Strong (iPhone) (spicy v)",AUD,FLAC
"10-23-2024 / Minneapolis, MN / Green Room (YouTube) ",SBD,FLAC
,,
[2025],,
"1-24-2025 / Philadelphia, PA / The Fillmore (AT Pro 37 mics) (dennis heyman)",AUD,FLAC 24
"1-29-2025 / Detroit, MI / Majestic Theatre (Tascam DR-05) (tyler smith)",AUD,FLAC
"1-31-2025 / Chicago, IL / Riviera Theatre (Zoom H1n) (acady) ",AUD,FLAC
"2-12-2025 / Portland, OR / Revolution Hall (unk) (YouTube)",WEB,FLAC 24
"2-14-2025 / Oakland, CA / Fox Theatre (AKG C414) (dave mallick) ",AUD,FLAC 24
"2-15-2025 / Los Angeles, CA / Orpheum Theater (AKG C414 XLS) (dave mallick) ",AUD,FLAC 24
"2-15-2025 / Los Angeles, CA / Orpheum Theater (Zoom Q2HD) (magicelf1980) ",AUD,FLAC 24
"3-28-2025 / Washington, DC / Kennedy Center Concert Hall (unk) (cameron frye)",AUD,FLAC 24
"3-28-2025 / Washington, DC / Kennedy Center Concert Hall (Deity PR2) (pippi longstocking)",AUD,FLAC 24
"3-28-2025 / Washington, DC / Kennedy Center Concert Hall (LG V60) (hemisphire)",AUD,FLAC
"3-29-2025 / Washington, DC / Kennedy Center Concert Hall (unk) (cameron frye)",AUD,FLAC 24
"3-29-2025 / Washington, DC / Kennedy Center Concert Hall (Deity PR2) (zack morris)",AUD,FLAC 24
"3-29-2025 / Washington, DC / Kennedy Center Concert Hall (iPhone) (penelope garcia)",AUD,FLAC
"6-22-2025 / Los Angeles, CA / Greek Theatre (Zoom Q2) (unk) ",AUD,FLAC
"7-25-2025 / Chautauqua, NY / Chautauqua Institution (BeyerDynamic CK930) (dgodwin)",AUD,FLAC 24
"8-2-2025 / Hammondsport, NY / Point of the Bluff Vineyards (BeyerDynamic CK930) (dgodwin)",AUD,FLAC 24
"8-2-2025 / Hammondsport, NY / Point of the Bluff Vineyards (BeyerDynamic MC740) (dgodwin) ",AUD,FLAC 24
"8-4-2025 / New York, NY / The Rooftop at Pier 17 (unk) (YouTube rip) ",AUD,FLAC
"8-8-2025 / Portland, ME / State Theatre (AKG C414 XLS) (dave mallick)",AUD,FLAC 24
"8-8-2025 / Portland, ME / State Theatre (Zoom F3) (dennis heyman)",AUD,FLAC 24
"8-9-2025 / Portland, ME / Thompson's Point (AKG C414 XLS) (dave mallick)",AUD,FLAC 24
"8-10-2025 / Portland, ME / Thompson's Point (AKG C414 XLS) (dave mallick)",AUD,FLAC 24
"8-10-2025 / Portland, ME / Thompson's Point (Zoom F3) (dennis heyman)",AUD,FLAC 24
"8-10-2025 / Portland, ME / Thompson's Point (beyerdynamic CK930 + CV 900) (dgodwin + mgodwin)",AUD,FLAC 24
"8-30-2025 / Lana'i, HI / Lana'i Ocean Theater - Four Seasons Lana'i Resort (AKG C414 CLS) (dave mallick) ",AUD,FLAC 24
,,
,,
[MISC],,
Guster - The Pasty Tapes (1999),,FLAC
Guster - The Meowstro Sings- Guster's Keep It Together (2003),,FLAC
Guster - MTV2 Album Covers (2004),,FLAC
Guster - 3 Live Sets (Limited Edition) (2014),,FLAC
Guster - Live With The Redacted Symphony (2013),,FLAC